date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
09:00:07	1264/1264	---MCZ	200	added ('OK')	text/css	etag:W/%225c85c414-4f0%22	https://afinda.vn/html/Ogami/assets/css/icomoon.css	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/css/icomoon.css	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:08	12795/12795	---MCZ	200	added ('OK')	text/css	etag:W/%225c8b93ac-31fb%22	https://afinda.vn/html/Ogami/assets/css/jquery.fancybox.min.css	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/css/jquery.fancybox.min.css	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:08	410/410	---M--	200	added ('OK')	image/png	etag:%225ca5760a-19a%22	https://afinda.vn/html/Ogami/assets/images/shortcut_logo.png	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/images/shortcut_logo.png	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:09	11807/11807	---M--	200	added ('OK')	image/jpeg	etag:%225ca574b4-2e1f%22	https://afinda.vn/html/Ogami/assets/images/homepage01/usa.jpg	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/images/homepage01/usa.jpg	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:09	22620/22620	---MCZ	200	added ('OK')	text/html	etag:W/%225caaf334-585c%22	https://afinda.vn/html/Ogami/login.html	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/login.html	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:10	76744/76744	---MCZ	200	added ('OK')	text/html	etag:W/%225caaf334-12bc8%22	https://afinda.vn/html/Ogami/index.html	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/index.html	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:10	765/765	---M--	200	added ('OK')	image/png	etag:%225ca5760a-2fd%22	https://afinda.vn/html/Ogami/assets/images/logo.png	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/images/logo.png	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:11	149493/149493	---MCZ	200	added ('OK')	text/html	etag:W/%225caaf330-247f5%22	https://afinda.vn/html/Ogami/homepage02.html	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/homepage02.html	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:12	110024/110024	---MCZ	200	added ('OK')	text/html	etag:W/%225caaf332-1adc8%22	https://afinda.vn/html/Ogami/homepage03.html	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/homepage03.html	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:12	74894/74894	---MCZ	200	added ('OK')	text/html	etag:W/%225caaf332-1248e%22	https://afinda.vn/html/Ogami/homepage04.html	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/homepage04.html	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:13	59740/59740	---MCZ	200	added ('OK')	text/html	etag:W/%225caaf336-e95c%22	https://afinda.vn/html/Ogami/shop_grid+list_3col.html	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/shop_grid+list_3col.html	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:13	74639/74639	---MCZ	200	added ('OK')	text/html	etag:W/%225caaf336-1238f%22	https://afinda.vn/html/Ogami/shop_grid+list_fullwidth.html	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/shop_grid+list_fullwidth.html	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:14	41971/41971	---MCZ	200	added ('OK')	text/html	etag:W/%225caaf334-a3f3%22	https://afinda.vn/html/Ogami/shop_detail_fullwidth.html	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/shop_detail_fullwidth.html	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:15	36212/36212	---MCZ	200	added ('OK')	text/html	etag:W/%225caaf334-8d74%22	https://afinda.vn/html/Ogami/shop_detail.html	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/shop_detail.html	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:15	27938/27938	---MCZ	200	added ('OK')	text/html	etag:W/%225caaf334-6d22%22	https://afinda.vn/html/Ogami/shop_checkout.html	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/shop_checkout.html	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:16	25177/25177	---MCZ	200	added ('OK')	text/html	etag:W/%225caaf336-6259%22	https://afinda.vn/html/Ogami/shop_order_complete.html	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/shop_order_complete.html	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:16	25539/25539	---MCZ	200	added ('OK')	text/html	etag:W/%225caaf336-63c3%22	https://afinda.vn/html/Ogami/shop_wishlist.html	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/shop_wishlist.html	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:17	26555/26555	---MCZ	200	added ('OK')	text/html	etag:W/%225caaf334-67bb%22	https://afinda.vn/html/Ogami/shop_compare.html	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/shop_compare.html	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:17	28322/28322	---MCZ	200	added ('OK')	text/html	etag:W/%225caaf334-6ea2%22	https://afinda.vn/html/Ogami/shop_cart.html	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/shop_cart.html	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:18	31075/31075	---MCZ	200	added ('OK')	text/html	etag:W/%225caaf330-7963%22	https://afinda.vn/html/Ogami/blog_list_sidebar.html	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/blog_list_sidebar.html	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:19	26869/26869	---MCZ	200	added ('OK')	text/html	etag:W/%225caaf330-68f5%22	https://afinda.vn/html/Ogami/blog_grid_2col.html	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/blog_grid_2col.html	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:19	31112/31112	---MCZ	200	added ('OK')	text/html	etag:W/%225caaf330-7988%22	https://afinda.vn/html/Ogami/blog_grid_sidebar.html	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/blog_grid_sidebar.html	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:20	25748/25748	---MCZ	200	added ('OK')	text/html	etag:W/%225caaf330-6494%22	https://afinda.vn/html/Ogami/blog_masonry.html	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/blog_masonry.html	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:21	30375/30375	---MCZ	200	added ('OK')	text/html	etag:W/%225caaf330-76a7%22	https://afinda.vn/html/Ogami/blog_grid_1col.html	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/blog_grid_1col.html	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:22	35125/35125	---MCZ	200	added ('OK')	text/html	etag:W/%225caaf32e-8935%22	https://afinda.vn/html/Ogami/blog_detail_sidebar.html	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/blog_detail_sidebar.html	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:22	22399/22399	---MCZ	200	added ('OK')	text/html	etag:W/%225caaf334-577f%22	https://afinda.vn/html/Ogami/register.html	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/register.html	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:24	36361/36361	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2004%20Dec%202019%2008:00:26%20GMT	https://afinda.vn/html/Ogami/faq.html	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/faq.html	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:25	2743/2743	---MCZ	200	added ('OK')	text/html	etag:W/%225caaf330-ab7%22	https://afinda.vn/html/Ogami/coming_soon.html	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/coming_soon.html	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:25	23822/23822	---MCZ	200	added ('OK')	text/html	etag:W/%225caaf330-5d0e%22	https://afinda.vn/html/Ogami/contact_us.html	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/contact_us.html	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:26	22047/22047	---MCZ	200	added ('OK')	text/html	etag:W/%225caaf32e-561f%22	https://afinda.vn/html/Ogami/404_error.html	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/404_error.html	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:27	30946/30946	---MCZ	200	added ('OK')	text/html	etag:W/%225caaf32e-78e2%22	https://afinda.vn/html/Ogami/about_us.html	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/about_us.html	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:28	36361/36361	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2004%20Dec%202019%2008:00:30%20GMT	https://afinda.vn/html/Ogami/wishlist.html	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/wishlist.html	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:29	15471/15471	---M--	200	added ('OK')	image/png	etag:%225c9df736-3c6f%22	https://afinda.vn/html/Ogami/assets/images/homepage04/benefit-icon1.png	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/images/homepage04/benefit-icon1.png	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:30	15675/15675	---M--	200	added ('OK')	image/png	etag:%225c9df728-3d3b%22	https://afinda.vn/html/Ogami/assets/images/homepage04/benefit-icon2.png	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/images/homepage04/benefit-icon2.png	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:31	15307/15307	---M--	200	added ('OK')	image/png	etag:%225c9df716-3bcb%22	https://afinda.vn/html/Ogami/assets/images/homepage04/benefit-icon3.png	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/images/homepage04/benefit-icon3.png	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:31	2898/2898	---M--	200	added ('OK')	image/png	etag:%225c9991c0-b52%22	https://afinda.vn/html/Ogami/assets/images/homepage05/banner_group_bg_1.png	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/images/homepage05/banner_group_bg_1.png	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:33	7927/7927	---M--	200	added ('OK')	image/png	etag:%225c999470-1ef7%22	https://afinda.vn/html/Ogami/assets/images/homepage05/banner_group_bg_2.png	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/images/homepage05/banner_group_bg_2.png	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:33	64974/64974	---M--	200	added ('OK')	image/png	etag:%225c999274-fdce%22	https://afinda.vn/html/Ogami/assets/images/homepage05/banner_group_img_1.png	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/images/homepage05/banner_group_img_1.png	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:34	77950/77950	---M--	200	added ('OK')	image/png	etag:%225c99947a-1307e%22	https://afinda.vn/html/Ogami/assets/images/homepage05/banner_group_img_2.png	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/images/homepage05/banner_group_img_2.png	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:34	6548/6548	---M--	200	added ('OK')	image/png	etag:%225c9995c2-1994%22	https://afinda.vn/html/Ogami/assets/images/homepage05/banner_group_bg_3.png	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/images/homepage05/banner_group_bg_3.png	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:36	6748/6748	---M--	200	added ('OK')	image/png	etag:%225c999318-1a5c%22	https://afinda.vn/html/Ogami/assets/images/homepage05/banner_group_bg_4.png	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/images/homepage05/banner_group_bg_4.png	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:36	87653/87653	---M--	200	added ('OK')	image/png	etag:%225c999614-15665%22	https://afinda.vn/html/Ogami/assets/images/homepage05/banner_group_img_3.png	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/images/homepage05/banner_group_img_3.png	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:37	77744/77744	---M--	200	added ('OK')	image/png	etag:%225c999322-12fb0%22	https://afinda.vn/html/Ogami/assets/images/homepage05/banner_group_img_4.png	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/images/homepage05/banner_group_img_4.png	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:38	50613/50613	---M--	200	added ('OK')	image/png	etag:%225ca2c76c-c5b5%22	https://afinda.vn/html/Ogami/assets/images/product/product01.png	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/images/product/product01.png	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:39	54136/54136	---M--	200	added ('OK')	image/png	etag:%225c80cf52-d378%22	https://afinda.vn/html/Ogami/assets/images/product/product03.png	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/images/product/product03.png	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:42	491234/491234	---M--	200	added ('OK')	image/png	etag:%225c80cf32-77ee2%22	https://afinda.vn/html/Ogami/assets/images/product/product02.png	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/images/product/product02.png	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:42	48532/48532	---M--	200	added ('OK')	image/png	etag:%225c80cf5c-bd94%22	https://afinda.vn/html/Ogami/assets/images/product/product04.png	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/images/product/product04.png	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:43	21239/21239	---M--	200	added ('OK')	image/png	etag:%225c80cf68-52f7%22	https://afinda.vn/html/Ogami/assets/images/product/product05.png	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/images/product/product05.png	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:44	52111/52111	---M--	200	added ('OK')	image/png	etag:%225ca2c75c-cb8f%22	https://afinda.vn/html/Ogami/assets/images/product/product06.png	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/images/product/product06.png	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:45	49790/49790	---M--	200	added ('OK')	image/png	etag:%225ca2c74e-c27e%22	https://afinda.vn/html/Ogami/assets/images/product/product07.png	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/images/product/product07.png	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:45	44580/44580	---M--	200	added ('OK')	image/png	etag:%225c80cf8c-ae24%22	https://afinda.vn/html/Ogami/assets/images/product/product08.png	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/images/product/product08.png	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:46	19924/19924	---M--	200	added ('OK')	image/png	etag:%225ca2c700-4dd4%22	https://afinda.vn/html/Ogami/assets/images/product/product13.png	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/images/product/product13.png	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:47	27112/27112	---M--	200	added ('OK')	image/png	etag:%225ca2c6f4-69e8%22	https://afinda.vn/html/Ogami/assets/images/product/product14.png	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/images/product/product14.png	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:48	299104/299104	---M--	200	added ('OK')	image/png	etag:%225c999ffe-49060%22	https://afinda.vn/html/Ogami/assets/images/homepage05/weel_deal_img.png	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/images/homepage05/weel_deal_img.png	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:48	24444/24444	---M--	200	added ('OK')	image/png	etag:%225ca2c6e6-5f7c%22	https://afinda.vn/html/Ogami/assets/images/product/product15.png	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/images/product/product15.png	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:49	49426/49426	---M--	200	added ('OK')	image/png	etag:%225ca2c740-c112%22	https://afinda.vn/html/Ogami/assets/images/product/product09.png	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/images/product/product09.png	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:50	1806/1806	---M--	200	added ('OK')	image/png	etag:%225c80ed0c-70e%22	https://afinda.vn/html/Ogami/assets/images/partner/partner_01.png	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/images/partner/partner_01.png	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:50	2481/2481	---M--	200	added ('OK')	image/png	etag:%225c80ed1c-9b1%22	https://afinda.vn/html/Ogami/assets/images/partner/partner_02.png	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/images/partner/partner_02.png	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:52	75240/75240	---M--	200	added ('OK')	image/png	etag:%225c91f940-125e8%22	https://afinda.vn/html/Ogami/assets/images/homepage04/blog_img_2.png	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/images/homepage04/blog_img_2.png	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:54	39637/39637	---M--	200	added ('OK')	image/png	etag:%225c920d6a-9ad5%22	https://afinda.vn/html/Ogami/assets/images/homepage04/blog_img_4.png	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/images/homepage04/blog_img_4.png	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:54	439087/439087	---M--	200	added ('OK')	image/png	etag:%225c91f5ae-6b32f%22	https://afinda.vn/html/Ogami/assets/images/homepage04/blog_img_1.png	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/images/homepage04/blog_img_1.png	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:55	313741/313741	---M--	200	added ('OK')	image/png	etag:%225c91f5cc-4c98d%22	https://afinda.vn/html/Ogami/assets/images/homepage04/blog_img_3.png	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/images/homepage04/blog_img_3.png	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:57	36361/36361	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2004%20Dec%202019%2008:00:59%20GMT	https://afinda.vn/html/Ogami/checkout.html	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/checkout.47.delayed	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:58	36361/36361	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2004%20Dec%202019%2008:01:01%20GMT	https://afinda.vn/html/Ogami/contact.html	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/contact.html	(from https://afinda.vn/html/Ogami/homepage05.html)
09:00:59	3129/3129	---M--	200	added ('OK')	image/png	etag:%225ca5760a-c39%22	https://afinda.vn/html/Ogami/assets/images/payment.png	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/images/payment.png	(from https://afinda.vn/html/Ogami/homepage05.html)
09:01:00	86927/86927	---MCZ	200	added ('OK')	application/javascript	etag:W/%225afd494f-1538f%22	https://cdnjs.cloudflare.com/ajax/libs/jquery/3.3.1/jquery.min.js	C:/My%20Web%20Sites/template-trail/cdnjs.cloudflare.com/ajax/libs/jquery/3.3.1/jquery.min.js	(from https://afinda.vn/html/Ogami/homepage05.html)
09:01:01	253668/253668	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c997b12-3dee4%22	https://afinda.vn/html/Ogami/assets/js/jquery-ui.min.js	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/js/jquery-ui.min.js	(from https://afinda.vn/html/Ogami/homepage05.html)
09:01:01	5339/5339	---MCZ	200	added ('OK')	application/javascript	etag:W/%2257a2dc3c-14db%22	https://afinda.vn/html/Ogami/assets/js/jquery.countdown.min.js	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/js/jquery.countdown.min.js	(from https://afinda.vn/html/Ogami/homepage05.html)
09:01:02	42863/42863	---MCZ	200	added ('OK')	application/javascript	etag:W/%2259d3cda8-a76f%22	https://afinda.vn/html/Ogami/assets/js/slick.min.js	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/js/slick.min.js	(from https://afinda.vn/html/Ogami/homepage05.html)
09:01:03	8097/8097	---MCZ	200	added ('OK')	application/javascript	etag:W/%2255190028-1fa1%22	https://afinda.vn/html/Ogami/assets/js/jquery.easing.js	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/js/jquery.easing.js	(from https://afinda.vn/html/Ogami/homepage05.html)
09:01:03	2035/2035	---MCZ	200	added ('OK')	application/javascript	etag:W/%2255190028-7f3%22	https://afinda.vn/html/Ogami/assets/js/jquery.scrollUp.min.js	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/js/jquery.scrollUp.min.js	(from https://afinda.vn/html/Ogami/homepage05.html)
09:01:04	2616/2616	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ae21b74-a38%22	https://afinda.vn/html/Ogami/assets/js/jquery.zoom.min.js	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/js/jquery.zoom.min.js	(from https://afinda.vn/html/Ogami/homepage05.html)
09:01:04	17314/17314	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c905a6e-43a2%22	https://afinda.vn/html/Ogami/assets/js/parallax.js	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/js/parallax.js	(from https://afinda.vn/html/Ogami/homepage05.html)
09:01:05	160667/160667	---MCZ	200	added ('OK')	application/javascript	etag:W/%225c8b93ac-2739b%22	https://afinda.vn/html/Ogami/assets/js/jquery.fancybox.js	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/js/jquery.fancybox.js	(from https://afinda.vn/html/Ogami/homepage05.html)
09:01:06	3689/3689	---MCZ	200	added ('OK')	application/javascript	etag:W/%2254c36d5e-e69%22	https://afinda.vn/html/Ogami/assets/js/numscroller-1.0.js	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/js/numscroller-1.0.js	(from https://afinda.vn/html/Ogami/homepage05.html)
09:01:06	7164/7164	---MCZ	200	added ('OK')	application/javascript	etag:W/%225ca31c8a-1bfc%22	https://afinda.vn/html/Ogami/assets/js/vanilla-tilt.min.js	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/js/vanilla-tilt.min.js	(from https://afinda.vn/html/Ogami/homepage05.html)
09:01:07	19763/19763	---MCZ	200	added ('OK')	application/javascript	etag:W/%225caaef16-4d33%22	https://afinda.vn/html/Ogami/assets/js/main.js	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/js/main.js	(from https://afinda.vn/html/Ogami/homepage05.html)
09:01:10	178824/178824	---M--	200	added ('OK')	application/octet-stream	etag:%225af9c090-2ba88%22	https://afinda.vn/html/Ogami/assets/fonts/Cera%20Pro%20Thin.otf	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/fonts/Cera%20Pro%20Thin.otf	(from https://afinda.vn/html/Ogami/assets/css/style.css)
09:01:12	36361/36361	---MCZ	404	error ('Not%20Found')	text/html	date:Wed,%2004%20Dec%202019%2008:01:15%20GMT	https://afinda.vn/html/Ogami/assets/fonts/Cera%20Pro%20Light%20Italic	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/fonts/Cera%20Pro%20Light%20Italic.59.delayed	(from https://afinda.vn/html/Ogami/assets/css/style.css)
09:01:12	186388/186388	---M--	200	added ('OK')	application/octet-stream	etag:%225af9c090-2d814%22	https://afinda.vn/html/Ogami/assets/fonts/Cera%20Pro%20Thin%20Italic.otf	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/fonts/Cera%20Pro%20Thin%20Italic.otf	(from https://afinda.vn/html/Ogami/assets/css/style.css)
09:01:15	187396/187396	---M--	200	added ('OK')	application/octet-stream	etag:%225af9c090-2dc04%22	https://afinda.vn/html/Ogami/assets/fonts/Cera%20Pro%20Medium.otf	C:/My%20Web%20Sites/template-trail/afinda.vn/html/Ogami/assets/fonts/Cera%20Pro%20Medium.otf	(from https://afinda.vn/html/Ogami/assets/css/style.css)
